sector,module,required,optional,display_order,customer_visible,merchant_editable,admin_configurable,dependency,notes
petCare,courses,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:357); nothing renders. DESCRIBED: gates the fetch at page.tsx:257
petCare,team,no,yes,2,sector-only,yes,no,,In sector default bundle at sectors.ts:357; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gated by sectorHasTeam (sectors.ts:438) which reads the SECTOR default and ignores the store_modules override - a bug
petCare,reviews,no,yes,6,ungated,no,no,,In sector default bundle at sectors.ts:357; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: StoreReviews renders on store.isReal alone (page.tsx:714); the module flag is never read; 5 rows across 11 stores
petCare,verifications,no,no,0,no,yes,yes,,Not in this sector's bundle (sectors.ts:357); nothing renders. DESCRIBED: gates StoreVerifications at page.tsx:706; the only module with an admin review queue
petCare,location,no,yes,7,yes,yes,no,,In sector default bundle at sectors.ts:357; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gates the map at page.tsx:584; only 3 of 11 active stores carry coordinates
petCare,marketing,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:357); nothing renders. DESCRIBED: zero readers; no public offers surface exists
petCare,messaging,no,yes,0,ungated,yes,no,,In sector default bundle at sectors.ts:357; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: MessageStoreButton renders on store.isReal (store-header.tsx:181); module flag never read
petCare,media,no,yes,5,no,partial,no,,In sector default bundle at sectors.ts:357; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: zero readers anywhere in src/; no store-level gallery table exists
professional,catalog,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:370); nothing renders. DESCRIBED: declared at modules-catalog.ts:60 but zero readers in src/; the product grid renders regardless
professional,menu,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:370); nothing renders. DESCRIBED: zero readers; the menu heading comes from a slug switch at page.tsx:499-504 not from this module
professional,orders,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:370); nothing renders. DESCRIBED: cart comes from experience.canOrderProducts which store-experience.ts:183 sets to a flat true; module flag never read
professional,inventory,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:370); nothing renders. DESCRIBED: no public surface; merchant route /merchant/[id]/inventory exists
professional,delivery,no,no,0,no,yes,no,orders,Not in this sector's bundle (sectors.ts:370); nothing renders. DESCRIBED: store-delivery-options renders on couriers rows (page.tsx:580) and zones fetch at page.tsx:398 with no module check
professional,pos,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:370); nothing renders. DESCRIBED: in-store only; correctly has no public surface
professional,appointments,yes,no,5,yes,yes,no,,Primary engine for this sector. In bundle at sectors.ts:370. DESCRIBED: read by store-experience.ts:117 to pick the appointment surface
professional,timeslot,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:370); nothing renders. DESCRIBED: gates the store_resources fetch at page.tsx:216
professional,classes,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:370); nothing renders. DESCRIBED: gates the store_classes fetch at page.tsx:236; store_classes holds 1 row in production
professional,reservations,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:370); nothing renders. DESCRIBED: gates ReservationForm at page.tsx:661; no table/party-size model behind it
professional,memberships,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:370); nothing renders. DESCRIBED: gates the plans fetch at page.tsx:226; store_memberships holds 0 rows in production
professional,rentals,no,no,0,no,no,no,timeslot,Not in this sector's bundle (sectors.ts:370); nothing renders. DESCRIBED: zero readers anywhere in src/; pulls timeslot in via withDependencies
professional,requests,no,yes,5,yes,yes,no,,In sector default bundle at sectors.ts:370; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: read by store-experience.ts:118 to show the service-request form
professional,listings,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:370); nothing renders. DESCRIBED: zero readers; listings render through the generic catalog surface
professional,portfolio,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:370); nothing renders. DESCRIBED: gates the fetch at page.tsx:247; store_portfolio holds 0 rows in production despite a complete merchant UI
professional,courses,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:370); nothing renders. DESCRIBED: gates the fetch at page.tsx:257
professional,team,no,yes,3,sector-only,yes,no,,In sector default bundle at sectors.ts:370; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gated by sectorHasTeam (sectors.ts:438) which reads the SECTOR default and ignores the store_modules override - a bug
professional,reviews,no,yes,6,ungated,no,no,,In sector default bundle at sectors.ts:370; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: StoreReviews renders on store.isReal alone (page.tsx:714); the module flag is never read; 5 rows across 11 stores
professional,verifications,no,yes,2,yes,yes,yes,,In sector default bundle at sectors.ts:370; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gates StoreVerifications at page.tsx:706; the only module with an admin review queue
professional,location,no,yes,0,yes,yes,no,,RECOMMENDED ADD: an office address is a decision input for this sector. Not in the bundle at sectors.ts:370 today. DESCRIBED: gates the map at page.tsx:584; only 3 of 11 active stores carry coordinates
professional,marketing,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:370); nothing renders. DESCRIBED: zero readers; no public offers surface exists
professional,messaging,no,yes,0,ungated,yes,no,,In sector default bundle at sectors.ts:370; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: MessageStoreButton renders on store.isReal (store-header.tsx:181); module flag never read
professional,media,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:370); nothing renders. DESCRIBED: zero readers anywhere in src/; no store-level gallery table exists
contractors,catalog,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:383); nothing renders. DESCRIBED: declared at modules-catalog.ts:60 but zero readers in src/; the product grid renders regardless
contractors,menu,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:383); nothing renders. DESCRIBED: zero readers; the menu heading comes from a slug switch at page.tsx:499-504 not from this module
contractors,orders,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:383); nothing renders. DESCRIBED: cart comes from experience.canOrderProducts which store-experience.ts:183 sets to a flat true; module flag never read
contractors,inventory,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:383); nothing renders. DESCRIBED: no public surface; merchant route /merchant/[id]/inventory exists
contractors,delivery,no,no,0,no,yes,no,orders,Not in this sector's bundle (sectors.ts:383); nothing renders. DESCRIBED: store-delivery-options renders on couriers rows (page.tsx:580) and zones fetch at page.tsx:398 with no module check
contractors,pos,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:383); nothing renders. DESCRIBED: in-store only; correctly has no public surface
contractors,appointments,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:383); nothing renders. DESCRIBED: read by store-experience.ts:117 to pick the appointment surface
contractors,timeslot,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:383); nothing renders. DESCRIBED: gates the store_resources fetch at page.tsx:216
contractors,classes,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:383); nothing renders. DESCRIBED: gates the store_classes fetch at page.tsx:236; store_classes holds 1 row in production
contractors,reservations,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:383); nothing renders. DESCRIBED: gates ReservationForm at page.tsx:661; no table/party-size model behind it
contractors,memberships,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:383); nothing renders. DESCRIBED: gates the plans fetch at page.tsx:226; store_memberships holds 0 rows in production
contractors,rentals,no,no,0,no,no,no,timeslot,Not in this sector's bundle (sectors.ts:383); nothing renders. DESCRIBED: zero readers anywhere in src/; pulls timeslot in via withDependencies
contractors,requests,yes,no,4,yes,yes,no,,Primary engine for this sector. In bundle at sectors.ts:383. DESCRIBED: read by store-experience.ts:118 to show the service-request form
contractors,listings,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:383); nothing renders. DESCRIBED: zero readers; listings render through the generic catalog surface
contractors,portfolio,no,yes,2,yes,yes,no,,In sector default bundle at sectors.ts:383; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gates the fetch at page.tsx:247; store_portfolio holds 0 rows in production despite a complete merchant UI
contractors,courses,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:383); nothing renders. DESCRIBED: gates the fetch at page.tsx:257
contractors,team,no,yes,0,sector-only,yes,no,,RECOMMENDED ADD: crew leads are a real roster for this sector. Not in the bundle at sectors.ts:383 today. DESCRIBED: gated by sectorHasTeam (sectors.ts:438) which reads the SECTOR default and ignores the store_modules override - a bug
contractors,reviews,no,yes,6,ungated,no,no,,In sector default bundle at sectors.ts:383; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: StoreReviews renders on store.isReal alone (page.tsx:714); the module flag is never read; 5 rows across 11 stores
contractors,verifications,no,yes,3,yes,yes,yes,,In sector default bundle at sectors.ts:383; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gates StoreVerifications at page.tsx:706; the only module with an admin review queue
contractors,location,no,yes,7,yes,yes,no,,In sector default bundle at sectors.ts:383; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gates the map at page.tsx:584; only 3 of 11 active stores carry coordinates
contractors,marketing,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:383); nothing renders. DESCRIBED: zero readers; no public offers surface exists
contractors,messaging,no,yes,0,ungated,yes,no,,In sector default bundle at sectors.ts:383; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: MessageStoreButton renders on store.isReal (store-header.tsx:181); module flag never read
contractors,media,no,yes,0,no,partial,no,,In sector default bundle at sectors.ts:383; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: zero readers anywhere in src/; no store-level gallery table exists
farm,catalog,yes,no,2,no,yes,no,,Primary engine for this sector. In bundle at sectors.ts:396. DESCRIBED: declared at modules-catalog.ts:60 but zero readers in src/; the product grid renders regardless
farm,menu,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:396); nothing renders. DESCRIBED: zero readers; the menu heading comes from a slug switch at page.tsx:499-504 not from this module
farm,orders,yes,no,2,ungated,yes,no,,Primary engine for this sector. In bundle at sectors.ts:396. DESCRIBED: cart comes from experience.canOrderProducts which store-experience.ts:183 sets to a flat true; module flag never read
farm,inventory,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:396); nothing renders. DESCRIBED: no public surface; merchant route /merchant/[id]/inventory exists
farm,delivery,no,yes,3,ungated,yes,no,orders,In sector default bundle at sectors.ts:396; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: store-delivery-options renders on couriers rows (page.tsx:580) and zones fetch at page.tsx:398 with no module check
farm,pos,no,no,0,no,yes,no,catalog,Not in this sector's bundle (sectors.ts:396); nothing renders. DESCRIBED: in-store only; correctly has no public surface
farm,appointments,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:396); nothing renders. DESCRIBED: read by store-experience.ts:117 to pick the appointment surface
farm,timeslot,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:396); nothing renders. DESCRIBED: gates the store_resources fetch at page.tsx:216
farm,classes,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:396); nothing renders. DESCRIBED: gates the store_classes fetch at page.tsx:236; store_classes holds 1 row in production
farm,reservations,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:396); nothing renders. DESCRIBED: gates ReservationForm at page.tsx:661; no table/party-size model behind it
farm,memberships,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:396); nothing renders. DESCRIBED: gates the plans fetch at page.tsx:226; store_memberships holds 0 rows in production
farm,rentals,no,no,0,no,no,no,timeslot,Not in this sector's bundle (sectors.ts:396); nothing renders. DESCRIBED: zero readers anywhere in src/; pulls timeslot in via withDependencies
farm,requests,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:396); nothing renders. DESCRIBED: read by store-experience.ts:118 to show the service-request form
farm,listings,no,no,0,no,partial,no,,Not in this sector's bundle (sectors.ts:396); nothing renders. DESCRIBED: zero readers; listings render through the generic catalog surface
farm,portfolio,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:396); nothing renders. DESCRIBED: gates the fetch at page.tsx:247; store_portfolio holds 0 rows in production despite a complete merchant UI
farm,courses,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:396); nothing renders. DESCRIBED: gates the fetch at page.tsx:257
farm,team,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:396); nothing renders. DESCRIBED: gated by sectorHasTeam (sectors.ts:438) which reads the SECTOR default and ignores the store_modules override - a bug
farm,reviews,no,yes,7,ungated,no,no,,In sector default bundle at sectors.ts:396; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: StoreReviews renders on store.isReal alone (page.tsx:714); the module flag is never read; 5 rows across 11 stores
farm,verifications,no,no,0,no,yes,yes,,Not in this sector's bundle (sectors.ts:396); nothing renders. DESCRIBED: gates StoreVerifications at page.tsx:706; the only module with an admin review queue
farm,location,no,yes,6,yes,yes,no,,In sector default bundle at sectors.ts:396; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: gates the map at page.tsx:584; only 3 of 11 active stores carry coordinates
farm,marketing,no,no,0,no,yes,no,,Not in this sector's bundle (sectors.ts:396); nothing renders. DESCRIBED: zero readers; no public offers surface exists
farm,messaging,no,yes,0,ungated,yes,no,,RECOMMENDED ADD: the only sector without messaging; looks unintentional. Not in the bundle at sectors.ts:396 today. DESCRIBED: MessageStoreButton renders on store.isReal (store-header.tsx:181); module flag never read
farm,media,no,yes,5,no,partial,no,,In sector default bundle at sectors.ts:396; merchant may switch it off at /merchant/[id]/modules. DESCRIBED: zero readers anywhere in src/; no store-level gallery table exists
